"Title","PMID","Year","Month","Title_trunc","DOI","Abstract","Full_Author_Name","Author_Address","Language","Publication_Type","Journal_name_short","Conflict_of_Interest_Statement","Label","...15"
"Adaptive and maladaptive personality traits in high-risk gamblers.","25248017",2015,"Jun","Adaptive and maladaptive personality traits in high-risk gamblers.","10.1521/pedi_2014_28_164 [doi]","Gambling Disorder (GD) is an addictive disorder resulting in significant ","Carlotta, Davide; Krueger, Robert F; Markon, Kristian E; Borroni, Serena; Frera, Fernanda; Somma, Antonella; Maffei, Cesare; Fossati, Andrea","1 Clinical Psychology and Psychotherapy Unit, San Raffaele Turro Hospital, Milan, ; 2 Department of Psychology, University of Minnesota, Minneapolis, Minnesota.; 3 Department of Psychology, University of Iowa, Iowa City, Iowa.; 1 Clinical Psychology and Psychotherapy Unit, San Raffaele Turro Hospital, Milan, ","eng","Journal Article","J Pers Disord",NA,"Journal of personality disorders","gambling"
"Insular activation during reward anticipation reflects duration of illness in abstinent pathological gamblers.","25250011",2014,NA,"Insular activation during reward anticipation reflects duration of illness in ","10.3389/fpsyg.2014.01013 [doi]; 1013","Pathological gambling (PG) is a chronic mental disorder characterized by a ","Tsurumi, Kosuke; Kawada, Ryosaku; Yokoyama, Naoto; Sugihara, Genichi; Sawamoto, Nobukatsu; Aso, Toshihiko; Fukuyama, Hidenao; Murai, Toshiya; Takahashi, Hidehiko","Department of Psychiatry, Kyoto University Graduate School of Medicine Kyoto, ; Department of Psychiatry, Kyoto University Graduate School of Medicine Kyoto, ; Department of Psychiatry, Kyoto University Graduate School of Medicine Kyoto, ; Department of Psychiatry, Kyoto University Graduate School of Medicine Kyoto, ; Department of Neurology, Kyoto University Graduate School of Medicine Kyoto, ; Human Brain Research Center, Kyoto University Graduate School of Medicine Kyoto, ; Human Brain Research Center, Kyoto University Graduate School of Medicine Kyoto, ; Department of Psychiatry, Kyoto University Graduate School of Medicine Kyoto, ; Department of Psychiatry, Kyoto University Graduate School of Medicine Kyoto, ","eng","Journal Article","Front Psychol",NA,"Frontiers in psychology","gambling"
"Behavioral addictions.","25262209",2015,"Feb","Behavioral addictions.","S0959-4388(14)00183-4 [pii]; 10.1016/j.conb.2014.09.005 [doi]","Behavioral addictions are slowly becoming recognized as a valid category of ","Robbins, T W; Clark, L","Department of Psychology and Behavioural and Clinical Neuroscience Institute, ; Department of Psychology and Behavioural and Clinical Neuroscience Institute, ","eng","Journal Article; Research Support, Non-U.S. Gov't; Review","Curr Opin Neurobiol",NA,"Current opinion in neurobiology","gambling"
"Addiction-related genes in gambling disorders: new insights from parallel human and pre-clinical models.","25266122",2015,"Aug","Addiction-related genes in gambling disorders: new insights from parallel human ","10.1038/mp.2014.113 [doi]","Neurobiological research supports the characterization of disordered gambling ","Lobo, D S S; Aleksandrova, L; Knight, J; Casey, D M; el-Guebaly, N; Nobrega, J N; Kennedy, J L","1] Department of Psychiatry, University of Toronto, Centre for Addiction and ; 1] Centre for Addiction and Mental Health, Toronto, ON, Canada [2] Department of ; 1] Department of Psychiatry, University of Toronto, Centre for Addiction and ; Mental Health Commission of Canada, Calgary, AB, Canada.; Division of Addiction, Department of Psychiatry, University of Calgary, Calgary, ; 1] Centre for Addiction and Mental Health, Toronto, ON, Canada [2] Departments of ; 1] Department of Psychiatry, University of Toronto, Centre for Addiction and ","eng","Journal Article; Research Support, Non-U.S. Gov't","Mol Psychiatry",NA,"Molecular psychiatry","gambling"
"Reward-based decision making in pathological gambling: the roles of risk and delay.","25269860",2015,"Jan","Reward-based decision making in pathological gambling: the roles of risk and ","S0168-0102(14)00219-3 [pii]; 10.1016/j.neures.2014.09.008 [doi]","Pathological gambling (PG) is a non-substance based addiction that shares many ","Wiehler, Antonius; Peters, Jan","Department of Systems Neuroscience, University Medical Center Hamburg-Eppendorf, ; Department of Systems Neuroscience, University Medical Center Hamburg-Eppendorf, ","eng","Journal Article; Research Support, Non-U.S. Gov't; Review","Neurosci Res",NA,"Neuroscience research","gambling"
"A latent class analysis of pathological-gambling criteria among high school students: associations with gambling, risk and health/functioning characteristics.","25275877",2014,"Nov-Dec","A latent class analysis of pathological-gambling criteria among high school ","10.1097/ADM.0000000000000074 [doi]","OBJECTIVES: To identify subtypes of adolescent gamblers based on the 10 ","Kong, Grace; Tsai, Jack; Krishnan-Sarin, Suchitra; Cavallo, Dana A; Hoff, Rani A; Steinberg, Marvin A; Rugle, Loreen; Potenza, Marc N","From the Department of Psychiatry (GK, JT, SK-S, DAC, RAH, and MNP), Department ","eng","Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","J Addict Med","The authors report no conflicts of interest with respect to the content of this ","Journal of addiction medicine","gambling"
"Comfort for uncertainty in pathological gamblers: a fMRI study.","25277841",2015,"Feb","Comfort for uncertainty in pathological gamblers: a fMRI study.","S0166-4328(14)00617-2 [pii]; 10.1016/j.bbr.2014.09.026 [doi]","This study examined neural anticipation of monetary reward in pathological ","Brevers, Damien; Bechara, Antoine; Hermoye, Laurent; Divano, Luisa; Kornreich, Charles; Verbanck, Paul; Noel, Xavier","Laboratory of Medical Psychology and Addictology, Faculty of Medicine, ; Brain and Creativity Institute, Department of Psychology, University of Southern ; Imagilys, Maurice Lietartstraat 60, 1150 Brussels, Belgium. Electronic address: ; Department of Radiology, CHU-Brugmann, Universite Libre de Bruxelles, 4, Place ; Laboratory of Medical Psychology and Addictology, Faculty of Medicine, ; Laboratory of Medical Psychology and Addictology, Faculty of Medicine, ; Laboratory of Medical Psychology and Addictology, Faculty of Medicine, ","eng","Journal Article; Research Support, Non-U.S. Gov't","Behav Brain Res",NA,"Behavioural brain research","gambling"
"Concomitant development of hypersexuality and delusional jealousy in patients with Parkinson's disease: a case series.","25277963",2014,"Nov","Concomitant development of hypersexuality and delusional jealousy in patients ","S1353-8020(14)00354-X [pii]; 10.1016/j.parkreldis.2014.09.019 [doi]","BACKGROUND: Both impulse-control disorders and delusional jealousy (DJ) may be ","Poletti, Michele; Lucetti, Claudio; Baldacci, Filippo; Del Dotto, Paolo; Bonuccelli, Ubaldo","Department of Mental Health and Pathological Addiction, AUSL of Reggio Emilia, ; Neurology Unit, Versilia Hospital, USL of Viareggio, Viareggio, Italy.; Department of Clinical and Experimental Medicine Neurology Unit, University of ; Neurology Unit, Versilia Hospital, USL of Viareggio, Viareggio, Italy.; Department of Clinical and Experimental Medicine Neurology Unit, University of ","eng","Journal Article","Parkinsonism Relat Disord",NA,"Parkinsonism & related disorders","gambling"
"Time devours things: how impulsivity and time affect temporal decisions in pathological gamblers.","25296184",2014,NA,"Time devours things: how impulsivity and time affect temporal decisions in ","10.1371/journal.pone.0109197 [doi]; e109197","Impulsivity is associated with several psychiatric disorders in which the loss of ","Grecucci, Alessandro; Giorgetta, Cinzia; Rattin, Andrea; Guerreschi, Cesare; Sanfey, Alan G; Bonini, Nicolao","Department of Psychology and Cognitive Sciences, University of Trento, Trento, ; Institute of Cognitive Science and Technology, Consiglio Nazionale delle ; Department of Psychology and Cognitive Sciences, University of Trento, Trento, ; Societa Italiana Intervento Patologie Compulsive (SIIPAC), Bolzano, Italy.; Department of Psychology, University of Arizona, Tucson, Arizona, United States ; Department of Economics and Management, University of Trento, Trento, Italy.","eng","Journal Article","PLoS One","Competing Interests: The authors have declared that no competing interests exist.","PloS one","gambling"
"Pathological gamblers in Singapore: treatment response at 3 months.","25303985",2014,"Nov-Dec","Pathological gamblers in Singapore: treatment response at 3 months.","10.1097/ADM.0000000000000082 [doi]","OBJECTIVES: The efficacy of psychological approaches for the treatment of ","Manning, Victoria; Ng, Andrew; Koh, Puay Kee; Guo, Song; Gomathinayagam, Kandasami; Wong, Kim Eng","From the National Addictions Management Service (VM, AN, PKK, SG, KG, KEW), ","eng","Journal Article; Research Support, Non-U.S. Gov't","J Addict Med",NA,"Journal of addiction medicine","gambling"
"The interaction between gambling activities and modes of access: a comparison of Internet-only, land-based only, and mixed-mode gamblers.","25305656",2015,"Feb","The interaction between gambling activities and modes of access: a comparison of ","S0306-4603(14)00314-1 [pii]; 10.1016/j.addbeh.2014.09.023 [doi]","Research suggests that Internet-based gambling includes risk factors that may ","Gainsbury, Sally M; Russell, Alex; Blaszczynski, Alex; Hing, Nerilee","Centre for Gambling Education & Research, Southern Cross University, P.O. Box ; Centre for Gambling Education & Research, Southern Cross University, P.O. Box ; School of Psychology, University of Sydney, Brennan MacCallum Building (A18), ; Centre for Gambling Education & Research, Southern Cross University, P.O. Box ","eng","Comparative Study; Journal Article","Addict Behav",NA,"Addictive behaviors","gambling"
"Sleepiness and cognition in young adults who gamble and use alcohol.","25317340",2014,"Sep","Sleepiness and cognition in young adults who gamble and use alcohol.","10.1556/JBA.3.2014.014 [doi]","BACKGROUND AND AIMS: Past research suggests that sleep problems are associated ","Harvanko, Arit M; Derbyshire, Katherine L; Schreiber, R N Liana; Grant, Jon E","Department of Psychology, University of Kentucky College of Arts and Sciences, ; Department of Psychiatry & Behavioral Neuroscience, University of Chicago, ; Division of Epidemiology and Community Health, University of Minnesota, ; Department of Psychiatry & Behavioral Neuroscience, University of Chicago, ","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","gambling"
"Gamblers seeking treatment: Who does and who doesn't?","25317343",2014,"Sep","Gamblers seeking treatment: Who does and who doesn't?","10.1556/JBA.3.2014.3.7 [doi]","BACKGROUND AND AIMS: As only a minority of pathological gamblers (PGr) presents ","Braun, Barbara; Ludwig, Monika; Sleczka, Pawel; Buhringer, Gerhard; Kraus, Ludwig","IFT Institut fur Therapieforschung, Munich, Germany.; Institut fur Psychologie, Universitat Hildesheim, Germany.; IFT Institut fur Therapieforschung, Munich, Germany.; IFT Institut fur Therapieforschung, Munich, Germany ; Addiction Research Unit, ; IFT Institut fur Therapieforschung, Munich, Germany ; Centre for Social Research ","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","gambling"
"A counselling line for problem and pathological gambling in South Africa: Preliminary data analysis.","25317344",2014,"Sep","A counselling line for problem and pathological gambling in South Africa: ","10.1556/JBA.3.2014.017 [doi]","OBJECTIVE: Various countries and states have established telephone counselling ","Sinclair, Heidi; Pretorius, Adele; Stein, Dan J","Department of Psychiatry and Mental Health, University of Cape Town, Cape Town, ; National Responsible Gambling Programme, South African Gambling Foundation, South ; Department of Psychiatry and Mental Health, University of Cape Town, Cape Town, ","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","gambling"
"Psychological treatments for gambling disorder.","25328420",2014,NA,"Psychological treatments for gambling disorder.","10.2147/PRBM.S40883 [doi]","This review discusses the research evidence for psychological treatment of ","Rash, Carla J; Petry, Nancy M","Department of Medicine, University of Connecticut Health Center, Farmington, CT, ; Department of Medicine, University of Connecticut Health Center, Farmington, CT, ","eng","Journal Article; Review","Psychol Res Behav Manag",NA,"Psychology research and behavior management","gambling"
"Disordered gambling: the evolving concept of behavioral addiction.","25336388",2014,"Oct","Disordered gambling: the evolving concept of behavioral addiction.","10.1111/nyas.12558 [doi]","The reclassification of gambling disorder within the Diagnostic and Statistical ","Clark, Luke","Department of Psychology, Centre for Gambling Research, University of British ","eng","Comparative Study; Journal Article; Research Support, Non-U.S. Gov't; Review","Ann N Y Acad Sci",NA,"Annals of the New York Academy of Sciences","gambling"
"Obesity and gambling: neurocognitive and clinical associations.","25346399",2015,"May","Obesity and gambling: neurocognitive and clinical associations.","10.1111/acps.12353 [doi]","OBJECTIVE: Research on health correlates in gamblers has found an association ","Grant, J E; Derbyshire, K; Leppink, E; Chamberlain, S R","Department of Psychiatry & Behavioral Neuroscience, University of Chicago, ","eng","Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","Acta Psychiatr Scand",NA,"Acta psychiatrica Scandinavica","gambling"
"From symptoms to neurobiology: pathological gambling in the light of the new classification in DSM-5.","25359489",2014,NA,"From symptoms to neurobiology: pathological gambling in the light of the new ","10.1159/000362839 [doi]","Pathological gambling (PG), as defined until recently in the DSM-IV, shares many ","Romanczuk-Seiferth, Nina; van den Brink, Wim; Goudriaan, Anna E","Department of Psychiatry and Psychotherapy, Campus Mitte, Charite ","eng","Journal Article; Research Support, Non-U.S. Gov't","Neuropsychobiology",NA,"Neuropsychobiology","gambling"
"Genetic basis of delay discounting in frequent gamblers: examination of a priori candidates and exploration of a panel of dopamine-related loci.","25365808",2014,NA,"Genetic basis of delay discounting in frequent gamblers: examination of a priori ","10.1002/brb3.284 [doi]","INTRODUCTION: Delay discounting is a behavioral economic index of impulsivity ","Gray, Joshua C; MacKillop, James","Department of Psychology, University of Georgia Athens, Georgia.; Boris Centre for Addictions Research, Department of Psychiatry and Behavioural ","eng","Journal Article; Research Support, N.I.H., Extramural","Brain Behav",NA,"Brain and behavior","gambling"
